id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
21224065,Nordic - FOR SEASON,15884961,Pilar,Eixample,la Nova Esquerra de l'Eixample,41.38297197261757,2.1539649767788314,Entire home/apt,63,32,0,,,10,71
21224320,Triple Ensuite,9456665,Hip Karma,Eixample,la Dreta de l'Eixample,41.39040194019466,2.1764656553995803,Private room,180,3,0,,,8,194
21227215,Habitación Apartamento Barcelona,153389846,Oscar,Eixample,l'Antiga Esquerra de l'Eixample,41.38583910674236,2.161445052006482,Private room,45,76,0,,,1,0
21227930,Habitación privada en pleno centro con mucha luz!!,149045273,Antonia,Ciutat Vella,el Raval,41.38063451762567,2.1695169060667725,Private room,33,3,29,2018-10-05,2.73,2,2
21228124,Three rooms with terrace for 4 persons,150978683,Aneta,Horta-Guinardó,la Font d'en Fargues,41.42679558541038,2.1699212268255805,Private room,140,3,0,,,6,0
21228141,"Single room, private bath + terrace in attic duplx",153399225,Oriol,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.41196737652467,2.161899608880392,Private room,44,4,26,2018-10-06,3.66,1,165
21229065,Cosy Single Room in the Centre,5186175,Kate,Ciutat Vella,el Raval,41.379533074417395,2.171862129927506,Private room,29,30,0,,,3,97
21231293,Private room in a shared flat with terrace,1994739,Daniel,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40662195985973,2.2078496714458695,Private room,40,1,26,2018-10-07,3.17,1,33
21235092,2pan HAPPY & QUIET 3 BEDR & 2 BATHR APARTMENT,3911721,Aurora,Eixample,la Dreta de l'Eixample,41.396102330107176,2.177038077846678,Entire home/apt,90,1,1,2018-07-20,0.36,26,365
21235199,Private bathroom in a charming and big room.,63121665,Viviana And Julian,Sant Martí,Sant Martí de Provençals,41.41488794934771,2.200119437332108,Private room,50,2,70,2018-09-26,5.88,3,69
21237696,Triple External Private Bathroom,9456665,Hip Karma,Eixample,la Dreta de l'Eixample,41.39145258526756,2.1775941541250567,Private room,165,3,0,,,8,295
21238607,Bedroom Sagrada Familia,153328265,Mohamed,Eixample,la Sagrada Família,41.4038578166103,2.1780820564634205,Private room,40,7,6,2018-06-24,0.52,3,0
21239593,SUPERB ROOM WITH PRIVATE SHOWER & FREE COFFEE,2595568,Victor,Sant Martí,el Poblenou,41.40311389988003,2.1989157972771904,Private room,55,1,12,2018-09-25,1.00,2,52
21240447,Cosy flat with terrace located in charming Gracia,6729065,Camille,Gràcia,la Vila de Gràcia,41.39994075662839,2.161577567416609,Entire home/apt,110,3,38,2018-10-09,3.25,1,54
21240794,Experience the local vibe in Barcelona!,153098308,Ghizlane,Sant Martí,el Camp de l'Arpa del Clot,41.41550251804847,2.182860580050632,Private room,75,1,0,,,1,0
21243332,Room King-size,153152689,Tatiana,Eixample,la Sagrada Família,41.40467159552746,2.176714191897888,Private room,50,2,14,2018-09-16,1.30,2,339
21248448,"Comfortable and nice, El Born, Long Term Renting",153610741,Maria,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.385145802323514,2.182297812074764,Entire home/apt,130,6,5,2018-09-25,0.44,1,0
21250903,Sagrada Familia 2,18002674,Milica,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40763289145796,2.1664649695908187,Entire home/apt,68,2,70,2018-10-05,6.14,2,337
21253976,TRENDY LOVELY LOFT,153628768,Pablo,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38429349360718,2.1836808670038965,Entire home/apt,100,2,5,2018-09-09,0.48,1,328
21254155,COZY LOVELY HOUSE,153673508,Raul,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38408599497888,2.1818218721120792,Entire home/apt,90,2,1,2018-09-23,1,1,343
21254260,Comfy Room in Magical Barcelona,5173200,Lenard,Eixample,la Sagrada Família,41.40405027106153,2.1730274741193956,Private room,35,3,23,2018-09-19,1.94,2,344
21257656,Flat with a spectacular view!,7184864,Nave,Gràcia,la Vila de Gràcia,41.40537675390312,2.1626955363271687,Private room,40,4,0,,,1,0
21259564,HABIT. DOBLE EXTERIOR ''AIRE'',22693015,Virginia,Sants-Montjuïc,la Bordeta,41.37041004881239,2.1413906344090354,Private room,80,1,0,,,3,365
21260051,Un sueño bohemio con vista y terrazas,529756,Fabienne,Ciutat Vella,el Barri Gòtic,41.38077685221841,2.176656377356208,Entire home/apt,235,3,1,2018-09-03,0.79,2,323
21261437,New 5 Star Room &Double Bed &Heart Of Centre(3),126147071,Madi,Sant Martí,el Camp de l'Arpa del Clot,41.40907671899229,2.186475090897601,Private room,51,3,16,2018-09-27,1.33,3,45
21261960,Habitación privada en el centro de Barcelona,17974526,Yoko,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3854033878585,2.183801395183802,Private room,35,1,2,2017-10-30,0.17,1,0
21269212,Bright Triple room in the center of Barcelona***3B,26004353,Dorota,Ciutat Vella,el Raval,41.381688321455414,2.168574371767569,Private room,95,2,9,2018-07-14,0.87,3,0
21271067,The Essence of a Place,40853564,Kay,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38579448928105,2.1833428226085756,Entire home/apt,190,4,0,,,1,278
21273380,Cozy Room With a Balcony Near to Ramblas,153880333,Henriques,Eixample,Sant Antoni,41.376880513269185,2.162511448183992,Private room,25,5,20,2018-08-21,1.67,2,265
21273400,"Beautiful room, Barcelona Center",5526987,Alba,Eixample,la Dreta de l'Eixample,41.39216805959072,2.1668028981553675,Private room,40,3,2,2017-11-06,0.17,2,67
21273654,TERRACE WITH SEAVIEWS IN THE BEACHFRONT 2 ROOM APT,153865881,Elena,Ciutat Vella,la Barceloneta,41.37862734994468,2.1908623051030265,Entire home/apt,60,31,3,2018-09-03,0.76,1,327
21273705,"Luminous, Fancy Room & Private living / Center Bcn",153887731,Rafael,Ciutat Vella,el Raval,41.3794912546834,2.1677096826612914,Private room,80,3,19,2018-09-23,2.01,1,40
21274996,Artistic flat in the center of Barcelona,128905483,Victor,Eixample,Sant Antoni,41.384021782600456,2.16260273965934,Private room,50,2,44,2018-10-02,4.73,1,163
21275294,My Address Downtown,4985749,Patricia,Ciutat Vella,el Raval,41.378664246680835,2.1670963986512537,Entire home/apt,100,1,0,,,11,363
21275798,Born Room 2. Barcelona,153907900,Patty Y Vanne,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3870847901333,2.1792434854755314,Private room,30,3,21,2018-08-25,2.09,1,335
21275901,Room,142665223,Lesly,Sants-Montjuïc,Sants - Badal,41.3781020181765,2.1278676092140607,Private room,21,2,3,2018-08-19,0.39,7,339
21278685,Lighter and Confortable Room in Gracia Barcelona 1,1384020,Odi,Gràcia,la Salut,41.409124914239904,2.1501323124374045,Private room,25,23,1,2018-01-28,0.12,4,342
21279225,DulceHogar,138297757,Pily,Sant Martí,el Parc i la Llacuna del Poblenou,41.4061360249609,2.1906015987312304,Private room,25,14,14,2018-10-01,1.41,2,291
21283163,Vila de Gràcia,153985568,Roxana,Horta-Guinardó,el Baix Guinardó,41.4113526440604,2.1641400782439923,Private room,20,1,37,2018-10-09,4.87,2,347
21286007,Central apartment located in a luxury street,34109538,Gemma,Eixample,la Dreta de l'Eixample,41.39033234565752,2.1636234349465835,Entire home/apt,100,1,0,,,2,0
21289788,MODERN DOUBLE ROOM PLAÇA CATALUNYA *****,154040549,Mari & Erika,Eixample,la Dreta de l'Eixample,41.387676204392136,2.165690061612438,Private room,73,1,73,2018-10-07,6.05,6,167
21290246,Stylish flat near Plaza Catalunya,2509252,Montaber,Eixample,la Dreta de l'Eixample,41.39033627019555,2.1768970492853676,Entire home/apt,240,1,27,2018-09-29,3.14,19,312
21292485,New Flat Las Ramblas.TRANSFER TO /FROM AIRPORT.,51879851,Lalla,Ciutat Vella,el Raval,41.377465695032576,2.172679513129019,Entire home/apt,137,1,27,2018-09-23,2.44,1,81
21293206,Habitación doble AMPLIA en centro de Barcelona..,152880241,Giancarlo,Eixample,la Nova Esquerra de l'Eixample,41.38154315104924,2.150566003008326,Private room,30,2,75,2018-09-24,6.23,8,25
21295247,Siéntete en tu casa en El Centro de Barcelona,154095889,Vanessa,Eixample,la Dreta de l'Eixample,41.39770126712187,2.168669939750883,Private room,40,1,4,2018-01-02,0.34,1,0
21295563,Chill&Cozy Room in the heart of Barcelona,153880333,Henriques,Eixample,Sant Antoni,41.37579992030912,2.160723536741144,Private room,20,3,24,2018-08-28,2.25,2,306
21295968,Single open area in a modern floor in Barcelona,4019775,Estefany,Eixample,la Nova Esquerra de l'Eixample,41.384719751157604,2.148206101269933,Private room,34,1,2,2017-10-22,0.16,3,0
21296495,Habitación doble AMPLIA en Centro de Barcelona...,152880241,Giancarlo,Eixample,la Nova Esquerra de l'Eixample,41.3827131402617,2.1500418306340445,Private room,30,2,75,2018-09-20,6.22,8,25
21300904,R1.Private Bathroom next Sea &Ramblas.1867building,119105875,Jaan,Ciutat Vella,el Barri Gòtic,41.37865780244244,2.1774122645738774,Private room,35,30,4,2018-05-17,0.59,5,0
21303822,APTO 3 PERSONAS: 110m2/ 2BAÑOS/3HAB/TERRAZA/WIFI.,154174693,María L.,Eixample,la Nova Esquerra de l'Eixample,41.38684950998374,2.143631644105055,Entire home/apt,50,2,12,2018-09-30,1.28,1,61
21305137,Sunny Side Bedroom,154186786,Sammy,Ciutat Vella,la Barceloneta,41.38098378461629,2.188928056909483,Private room,30,3,47,2018-10-01,4.05,1,70
21306738,bright double-bedroom,63209082,Felix,Les Corts,la Maternitat i Sant Ramon,41.377340998508465,2.125306528468901,Private room,20,2,4,2018-09-24,1.12,1,1
21306855,Doppelzimmer mit Frühstück,154202190,Soledad,Eixample,la Nova Esquerra de l'Eixample,41.37823413775903,2.1528638423397846,Private room,32,3,48,2018-10-03,4.03,2,309
21307144,SF22 NEW 2 BDR FLAT SAGRADA FAMILIA,1447144,Jaesse,Eixample,la Sagrada Família,41.402344913951886,2.172555836499462,Entire home/apt,180,2,0,,,53,363
21307242,fdl3 BEST PRICE! SEVERAL HAPPY APARTMENTS EL BORN!,1447144,Jaesse,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38481860837687,2.178787745049729,Entire home/apt,90,1,0,,,53,362
21307555,Einzelzimmer mit Frühstück,154202190,Soledad,Eixample,la Nova Esquerra de l'Eixample,41.379524483846495,2.152650284204131,Private room,27,3,37,2018-09-28,3.12,2,346
21308967,Luminosa Habitación doble cerca de Plaza Cataluña,19665457,Giovanni,Ciutat Vella,el Barri Gòtic,41.37949412314148,2.176179486658273,Private room,55,2,30,2018-09-17,2.51,2,0
21309904,Republica independiente colibrí,150164518,Alba,Eixample,l'Antiga Esquerra de l'Eixample,41.39092788759061,2.152970986573657,Private room,36,1,1,2017-12-25,0.10,1,0
21309967,R2.Cozy Studio.Private Bathroom & kitchenette WiFi,119105875,Jaan,Ciutat Vella,el Barri Gòtic,41.37771604679261,2.1775010329677347,Private room,60,30,5,2018-05-26,0.42,5,0
21310171,Near University & Market. August- September Offer!,154230189,Cendra,Ciutat Vella,el Raval,41.37990477845382,2.1636964342228024,Entire home/apt,32,32,3,2018-08-04,0.48,1,313
21311663,Nice Apartment in Born Area,9994084,Lina,Sant Andreu,Sant Andreu,41.42946004277585,2.1840312432794797,Private room,90,1,2,2018-07-30,0.17,6,349
21316448,Double | Direct Airport connectn(R2) | Great Area!,44999645,Oli,Sant Martí,el Camp de l'Arpa del Clot,41.41175216736838,2.186511268744371,Private room,35,1,18,2018-09-26,1.89,1,0
21317578,R5. Cozy Studio. Great Location. Ramblas & Sea,119105875,Jaan,Ciutat Vella,el Barri Gòtic,41.37736569815794,2.177168324455147,Private room,60,30,10,2018-06-16,0.85,5,0
21317611,"Habitación acogedora, luminosa y encantadora",154297004,Johan,Sants-Montjuïc,la Bordeta,41.36686118692542,2.132395551053117,Private room,37,1,0,,,1,0
21318282,BigTripleroom ❤ priv.Bathroom 1min to Las Ramblas,154304290,Sara&Adri,Ciutat Vella,el Raval,41.37864218024751,2.1736034998429385,Private room,92,1,76,2018-09-25,6.32,2,32
21319127,ZEN DOUBLE ROOM IN THE HEART OF BARCELONA *****,154040549,Mari & Erika,Eixample,la Dreta de l'Eixample,41.386531352930184,2.165364725580205,Private room,25,1,86,2018-10-07,8.43,6,178
21319710,BALCONY ROOM IN CENTRAL LOCATION,62660606,Kire Jose,Eixample,la Dreta de l'Eixample,41.396012083713195,2.17120236699698,Private room,60,3,20,2018-09-30,3.24,2,19
21319838,PRIVATE INDIVIDUAL ROOM IN CENTRAL LOCATION,62660606,Kire Jose,Eixample,la Dreta de l'Eixample,41.395312159560525,2.1731813602064216,Private room,30,3,10,2018-09-30,1.44,2,170
21320553,Single room in the heart of Gracia near Park Guell,38694694,Marc Adrià,Gràcia,la Vila de Gràcia,41.40612196532019,2.1524917855196244,Private room,25,1,3,2017-11-15,0.25,1,0
21320594,Casa familiar..,84511613,Fernanda,Sants-Montjuïc,Sants,41.37451521185234,2.139906206863482,Private room,25,2,35,2018-09-23,2.90,4,73
21321545,Suite room with breakfast and bottle of cava,58840794,Paola,Eixample,la Sagrada Família,41.40471938585442,2.173837227897047,Private room,62,1,16,2018-09-09,2.11,2,313
21322838,NICE APARMENT BARCELONA RAMBLAS,4391784,Mel & Michael,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38781313092171,2.1784444367699267,Entire home/apt,38,32,0,,,4,211
21322869,Habitación acogedora en zona muy tranquila,8429163,Priscila & Juliano,Horta-Guinardó,la Teixonera,41.42338876092206,2.146532729276947,Private room,29,1,6,2018-05-25,0.51,1,158
21324455,Private room with private kitchen & private bath,154286596,Dominik,Ciutat Vella,el Raval,41.37835471734317,2.1690179916801213,Private room,60,1,44,2018-09-15,3.71,1,144
21329919,Classic Designer Apartment Fira,32037490,SweetInn,Eixample,Sant Antoni,41.37573396158643,2.1550781498095968,Entire home/apt,120,2,13,2018-09-06,1.21,45,235
21330026,Newly renovated apartment in Centre,5186175,Kate,Ciutat Vella,el Raval,41.37848942476962,2.1720612225755906,Entire home/apt,90,31,2,2018-04-07,0.17,3,192
21330847,"Beautiful room 3 Born, Barcelona",154426585,Patty Y Vanne,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.387734002411136,2.1776953273227533,Private room,30,3,18,2018-09-13,1.59,1,331
21332264,Room for 3 people Center Bcn,125250242,Doris,Ciutat Vella,el Raval,41.37951387951419,2.164864871784836,Private room,35,3,6,2018-09-20,0.52,2,173
21332559,COZY DOUBLE ROOM IN BARCELONA CITY CENTRE *****,154040549,Mari & Erika,Eixample,la Dreta de l'Eixample,41.38631485871629,2.1669671496315392,Private room,50,1,101,2018-10-07,10.07,6,221
21333943,Beach apartment,10636596,Arjen,Sant Martí,la Vila Olímpica del Poblenou,41.392728508120406,2.1977204535147523,Private room,37,10,0,,,1,0
21334527,4 Bedroom by Sagrada Familia,299462,Stay U-Nique,Eixample,la Sagrada Família,41.40421094295279,2.1776514686262995,Entire home/apt,250,4,23,2018-10-03,2.21,76,328
21343153,Cozy room center Raval Bcn,125250242,Doris,Ciutat Vella,el Raval,41.378886713600885,2.1654746145612767,Private room,25,4,10,2018-09-21,0.84,2,361
21344289,Private double room near to sants station & metros,154487624,Saima,Sants-Montjuïc,Sants,41.371918255556906,2.13184296166673,Private room,20,1,58,2018-09-25,4.92,2,0
21344868,Double Room in the heart of Barcelona,5186175,Kate,Ciutat Vella,el Raval,41.379528775424006,2.1709292425373743,Private room,60,29,1,2017-10-29,0.09,3,128
21345133,Private room next to Plaza Espana,128370512,Nega,Eixample,la Nova Esquerra de l'Eixample,41.37758508316465,2.149588572540665,Private room,14,2,48,2018-10-04,4.15,3,324
21353587,Amazing place in Barcelona centre,142676103,Jorge,Eixample,la Nova Esquerra de l'Eixample,41.383755024769734,2.1474503111853296,Private room,59,7,0,,,1,89
21355299,Quiet room close to Park Guell and Sagrada Familia,19865534,Gloria,Horta-Guinardó,Can Baró,41.415327322007215,2.164037629583205,Private room,20,2,14,2018-10-09,1.24,2,288
21355850,Paz,134409074,Barbara,Eixample,Sant Antoni,41.375926310115204,2.1527663360363096,Private room,65,4,0,,,1,365
21360005,habitacion comoda 29,3493945,Ana,Sants-Montjuïc,Sants - Badal,41.37762212923552,2.12627845123,Private room,29,1,6,2018-09-30,0.71,2,340
21360339,Single room luminous Sagrada Familia WIFI new Flat,742649,Surya,Sant Martí,el Camp de l'Arpa del Clot,41.410205050032054,2.182178687053157,Private room,19,2,1,,,2,112
21360664,Habitación luminosa y amplia cerca Plaza España,139671724,Angela,Sants-Montjuïc,Hostafrancs,41.37560287661483,2.146494046572004,Private room,22,1,5,2017-11-19,0.42,6,0
21361186,Comoda habitación single cerca de Plaza España,139671724,Angela,Sants-Montjuïc,Hostafrancs,41.37679900604228,2.1455629455341048,Private room,17,1,9,2017-11-21,0.76,6,0
21362902,Charming and quiet Suite in the heart of the city,154669914,Carla,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38441595912345,2.1808897973690073,Private room,250,2,3,2018-01-26,0.26,1,92
21364614,Private room in a perfect location/breakfast free1,106049236,Julian,Eixample,la Nova Esquerra de l'Eixample,41.38047189902181,2.152451559738562,Private room,20,3,43,2018-10-02,3.96,3,152
21364954,Comfortable Room with Private Bathroom in Centre.,84911757,Ani,Eixample,Sant Antoni,41.38042237118587,2.157414023451491,Private room,52,1,10,2018-07-07,0.85,1,127
21365130,Acogedora habitación individual/ Single bedroom,84829157,Josep Salvador,Sants-Montjuïc,Sants - Badal,41.37569697403379,2.1232622233937173,Private room,20,2,13,2018-07-31,1.12,2,63
21366324,Habitación privada en piso cómodo a 15’ del centro,6499657,Fernando,Sant Martí,el Clot,41.41331209478496,2.190950769367774,Private room,17,2,34,2018-08-20,2.95,1,0
21374304,HHBCN Avenida Madrid #2,146859530,Youri Janssen,Les Corts,la Maternitat i Sant Ramon,41.38061356133911,2.1273947054297824,Entire home/apt,82,1,12,2018-07-12,0.51,2,49
21376828,Cozy apartment in the center of Barcelona,5429755,Georgina,Sants-Montjuïc,el Poble Sec,41.37230984178033,2.167002508978356,Entire home/apt,100,1,72,2018-09-22,6.24,1,314
21376942,SÚPER ROOM FOR 1 or 2 PEOPLE. Centre of Barcelona.,154808938,Elias,Sants-Montjuïc,el Poble Sec,41.37224838918719,2.166346665924699,Private room,30,3,48,2018-10-06,4.19,2,37
21378611,Spacious apartment in the heart of Barcelona,154774388,Fátima,Ciutat Vella,el Barri Gòtic,41.38146028836337,2.1794096033702703,Entire home/apt,100,3,37,2018-09-18,3.57,1,195
21379545,dormir en bcn,97147620,Jordi,Eixample,la Sagrada Família,41.410191793500644,2.1748480591619894,Shared room,80,15,0,,,1,0
21380863,Central and Local House In Lively Gracia,13589081,Hazal,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40196134510733,2.1655104070412508,Entire home/apt,150,2,64,2018-10-05,5.63,1,104
21381752,Single Bedroom near Pl. España,96438134,Omar,Eixample,la Nova Esquerra de l'Eixample,41.378487474736104,2.150316930030149,Private room,43,3,0,,,1,0
21387033,SAGRADA FAMILIA HUTB001005,1766283,Salva,Eixample,la Sagrada Família,41.40735099045985,2.1736619846736636,Entire home/apt,80,4,30,2018-09-25,2.86,4,56
21387788,MODERN DOUBLE ROOM with PRIVATE BATHROOM,10825731,Omar,Ciutat Vella,el Barri Gòtic,41.385951661444906,2.1715056531496577,Private room,110,1,5,2018-09-17,0.45,12,330
21388357,Sunny double room in green zone of Barcelona,154237779,Дарья,Sant Martí,el Besòs i el Maresme,41.41508867389991,2.2157904189416984,Private room,20,2,12,2018-08-21,1.02,1,100
21388443,Colorful and Romantic Apartment with a Rooftop Terrace,26781307,Ariel,Sants-Montjuïc,Sants,41.379177375024014,2.1350712502562295,Entire home/apt,60,32,6,2018-09-09,0.57,7,326
21389251,Vibrant Flat with Rooftop Terrace and City Views,26781307,Ariel,Sants-Montjuïc,Sants,41.38120515795029,2.136757978307749,Entire home/apt,66,32,6,2018-09-25,0.56,7,71
21389652,Nice Suite room w balcony and AC next to La Rambla,10825731,Omar,Ciutat Vella,el Barri Gòtic,41.38356514989966,2.172919453898754,Private room,150,2,15,2018-09-21,1.40,12,324
21390908,DELUXE THREE BEDROOM APARTMENT,139063900,Deco Apartments Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,41.393798464273665,2.151990484258337,Entire home/apt,760,1,7,2018-08-25,0.72,34,232
21390911,DELUXE THREE BEDROOM APARTMENT,139063900,Deco Apartments Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,41.392427727324446,2.1534700525778625,Entire home/apt,760,1,4,2018-08-03,0.46,34,205
21390925,DELUXE THREE BEDROOM APARTMENT,139063900,Deco Apartments Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,41.393566867969454,2.1532844346079387,Entire home/apt,760,1,1,2018-09-14,1,34,268
21390929,DELUXE THREE BEDROOM APARTMENT,139063900,Deco Apartments Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,41.39247878281451,2.153247029402962,Entire home/apt,760,1,2,2018-09-05,0.21,34,270
21390932,SUPERIOR 4 BEDROOM APARTMENT,139063900,Deco Apartments Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,41.39402619881039,2.1538643521891365,Entire home/apt,860,1,10,2018-09-21,1.17,34,203
21390934,SUPERIOR 4 BEDROOM APARTMENT,139063900,Deco Apartments Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,41.393308208326424,2.1533917436985353,Entire home/apt,860,1,7,2018-09-05,1.64,34,228
21390935,SUPERIOR 4 BEDROOM APARTMENT,139063900,Deco Apartments Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,41.39214019805063,2.153261995002479,Entire home/apt,860,1,3,2018-09-21,0.54,34,264
21390937,SUPERIOR 4 BEDROOM APARTMENT,139063900,Deco Apartments Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,41.39234111348885,2.1533892180080567,Entire home/apt,860,1,11,2018-09-21,1.47,34,280
21390938,Penthouse Apartment with terrace,139063900,Deco Apartments Barcelona,Sants-Montjuïc,Hostafrancs,41.373600787228604,2.1442574022812964,Entire home/apt,750,1,13,2018-10-02,1.60,34,266
21390945,DELUXE THREE BEDROOM APARTMENT,139063900,Deco Apartments Barcelona,Sants-Montjuïc,Hostafrancs,41.37523889949135,2.1432051875700093,Entire home/apt,660,1,5,2018-09-11,0.62,34,228
21390951,TWO BEDROOM APARTMENT,139063900,Deco Apartments Barcelona,Sants-Montjuïc,Hostafrancs,41.37317208424049,2.144529346182925,Entire home/apt,560,1,1,2018-01-19,0.11,34,296
21390954,TWO BEDROOM APARTMENT,139063900,Deco Apartments Barcelona,Sants-Montjuïc,Hostafrancs,41.37527724422953,2.1426915092134498,Entire home/apt,560,1,12,2018-10-08,1.25,34,314
21391306,"SPECIOUS, COMFORTABLE FLAT IN CITY CENTER",1837053,Ayal,Ciutat Vella,el Raval,41.37942072818822,2.164887433147639,Entire home/apt,120,31,0,,,10,232
21393496,Relax on the Rooftop Terrace of a Colorful Retreat,26781307,Ariel,Sants-Montjuïc,Sants,41.381206421677724,2.1367982051179135,Entire home/apt,80,32,5,2018-08-18,0.60,7,344
21393712,Tapioles II - 2 bedroom apartment,9478280,Pia Hankö,Sants-Montjuïc,el Poble Sec,41.372551037599976,2.1647125760294057,Entire home/apt,165,3,6,2018-07-22,0.74,29,312
21396298,Cozy Single Bedroom in Barcelona,139326132,Annelie,Gràcia,la Vila de Gràcia,41.396193414965,2.156348420752546,Private room,14,1,2,2017-11-06,0.17,1,0
21396307,"Double room. Pool, Beach (Wifi)",136745724,David,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.4097539651553,2.216160875941927,Private room,48,1,14,2018-10-05,1.37,8,177
21402099,Carmina Barcelona Sants Apartment,151637037,Judith,Sants-Montjuïc,la Bordeta,41.36870614816433,2.137649405815513,Entire home/apt,50,1,0,,,16,162
21402130,"Catalunya Palace Apartment,",151637037,Judith,Eixample,la Dreta de l'Eixample,41.38910204201683,2.169041482001013,Entire home/apt,388,1,29,2018-10-02,0.49,16,166
21402205,Loft Barcelona Cathedral,151637037,Judith,Ciutat Vella,el Barri Gòtic,41.38279651845923,2.174327634538552,Entire home/apt,67,1,7,2018-01-13,0.13,16,282
21402206,"Ramblas Luxury Apartment,",151637037,Judith,Eixample,la Dreta de l'Eixample,41.38750932627965,2.1668280850771073,Entire home/apt,338,1,15,2018-09-30,0.35,16,161
21402659,Superior Deluxe One Bedroom Apartment,139063900,Deco Apartments Barcelona,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.384749308240224,2.1843029599923938,Entire home/apt,530,1,5,2018-09-21,0.46,34,197
21402716,"Two beds. LUXURY, POOL, BEACH, GYM. CCIB",136745724,David,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.408082551925304,2.2149965094093607,Private room,48,1,4,2018-08-17,0.38,8,167
21403737,Most centric loft in Barcelona,3479346,Ewa & Pau,Ciutat Vella,el Barri Gòtic,41.38639018522843,2.1712652343478562,Entire home/apt,89,31,1,2018-04-01,0.16,14,336
21405741,Single bedroom in 3 bedroom flat really central.,76721318,Francesco,Eixample,Sant Antoni,41.37582838578585,2.163654451795965,Private room,20,1,2,2017-11-06,0.17,2,0
21406917,Amazing 1bed flat in the heart of Poble Sec,137252555,Flaviano & Sara,Sants-Montjuïc,el Poble Sec,41.372720358424985,2.16685906907907,Entire home/apt,60,2,32,2018-09-21,2.98,2,109
21407746,Habitación central Barcelona ¡¡,155111786,Luis Felipe,Eixample,Sant Antoni,41.37882487536529,2.1558646788553695,Private room,40,2,0,,,1,0
21408559,Cozy Attic Studio with terrace in the center,4805534,Carla,Eixample,la Dreta de l'Eixample,41.389911058950645,2.172742443145192,Entire home/apt,60,2,39,2018-09-21,3.48,1,1
21408803,Premium Designer Living with a Stunning Rooftop,26781307,Ariel,Sants-Montjuïc,Sants,41.38009318670332,2.1372259438382795,Entire home/apt,60,32,6,2018-09-22,0.83,7,332
21409342,Acogedor piso en Barrio Gótico,6116243,Anna,Ciutat Vella,el Barri Gòtic,41.3865947648117,2.1746708308267655,Entire home/apt,34,31,4,2018-09-30,0.59,1,202
21410162,Premium One bedroom Apartment,139063900,Deco Apartments Barcelona,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.385304004976405,2.1847822578363787,Entire home/apt,600,1,3,2018-09-15,1.91,34,214
21410399,巴塞罗那市中心带付费车库,74454355,真,Eixample,Sant Antoni,41.37642270270562,2.1528283996842066,Private room,40,1,42,2018-10-01,3.56,2,102
21411086,Deluxe One Bedroom Apartment,139063900,Deco Apartments Barcelona,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.383868202739635,2.183048205423453,Entire home/apt,470,1,1,2018-08-13,0.51,34,194
21411730,Three Bedroom Apartment,139063900,Deco Apartments Barcelona,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.383439748037176,2.182531078364743,Entire home/apt,840,1,5,2018-09-18,0.60,34,64
21411905,M,155152067,Claudia,Eixample,la Dreta de l'Eixample,41.39638109014599,2.169259802167011,Private room,70,3,0,,,1,0
21416727,New and quite double room in one of the best areas,68037971,Armando Michael,Eixample,la Nova Esquerra de l'Eixample,41.38707471377977,2.144977442002837,Private room,29,2,20,2018-10-09,2.60,1,75
21420221,ABSOLUTE SAGRADA FAMILIA 2,147646238,Arturo,Eixample,la Sagrada Família,41.40468996798362,2.1756710767951026,Entire home/apt,145,2,40,2018-10-08,3.56,5,171
21421927,"Spacious, centrical and lightning flat",79821016,Jessica,Eixample,l'Antiga Esquerra de l'Eixample,41.38699559148866,2.1605207876441646,Private room,35,1,0,,,1,0
