id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18666,Flat with Sunny Terrace,71615,Mireia And Maria,Sant Martí,el Camp de l'Arpa del Clot,41.40888621158034,2.1855453256058017,Entire home/apt,130,3,1,2015-10-10,0.03,33,26
18674,Huge flat for 8 people close to Sagrada Familia,71615,Mireia And Maria,Eixample,la Sagrada Família,41.404196784819064,2.1730577177402504,Entire home/apt,320,1,5,2018-06-18,0.08,33,102
21605,Nice and sunny duble room,82522,Meritxell,Sant Martí,el Poblenou,41.4056041572247,2.19820512273065,Private room,33,2,95,2018-09-19,3.22,3,296
25786,NICE ROOM AVAILABLE IN THE HEART OF GRACIA,108310,Pedro,Gràcia,la Vila de Gràcia,41.40145195404779,2.156446514416526,Private room,31,1,212,2018-10-03,2.13,1,38
31377,"Room for 2,  Sagrada Famili",134698,Svetlana,Horta-Guinardó,el Baix Guinardó,41.41096940955444,2.1707012064871583,Private room,42,3,4,2018-03-12,0.10,3,193
31380,"Room for 2-3. Barcelona, Sagrada Famili",134698,Svetlana,Horta-Guinardó,el Baix Guinardó,41.410900426326464,2.1708189126808017,Private room,53,3,38,2018-04-04,0.94,3,211
31823,"Aribau, Friendly Rentals",136853,Fidelio,Eixample,l'Antiga Esquerra de l'Eixample,41.387305807180255,2.159071821611301,Entire home/apt,70,1,60,2018-09-23,0.61,24,323
31958,"Gaudi Attic 1, Friendly Rentals",136853,Fidelio,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40949767562464,2.1593760044263988,Entire home/apt,65,1,148,2018-09-25,1.59,24,327
32471,"Gaudi Attic 2, Friendly Rentals",136853,Fidelio,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.409282448808995,2.1611176368188154,Entire home/apt,90,1,67,2018-08-04,0.71,24,334
32711,Sagrada Familia area - Còrsega 1,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.404635812260686,2.169537931472452,Entire home/apt,140,2,45,2018-08-22,0.51,13,337
32868,"Sant Joan 4, Friendly Rentals",136853,Fidelio,Eixample,la Dreta de l'Eixample,41.395757583681075,2.1743191844527967,Entire home/apt,100,1,93,2018-09-18,0.95,24,0
34981,VIDRE HOME PLAZA REAL on LAS RAMBLAS,73163,Andres,Ciutat Vella,el Barri Gòtic,41.3791695359138,2.1755459205559347,Entire home/apt,500,4,123,2018-09-23,1.26,1,229
35379,Double 02 CasanovaRooms Barcelona,152232,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.390292371929434,2.1526776655400943,Private room,40,2,201,2018-10-04,2.51,4,309
35388,Single 01 CasanovaRooms Barcelona,152232,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.390584087316824,2.151896791679498,Private room,30,2,172,2018-09-19,1.92,4,315
35390,Single 02 CasanovaRooms Barcelona,152232,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.39146706179137,2.1511848274650394,Private room,30,2,167,2018-09-30,2.14,4,317
35392,Double 01 CasanovaRooms Barcelona,152232,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.39075231772431,2.1507170864108045,Private room,45,2,133,2018-10-01,2.68,4,331
36763,In front of the beach,158596,Ester,Ciutat Vella,la Barceloneta,41.37906404797985,2.191414374177489,Private room,31,2,49,2018-09-06,0.57,1,361
40983,Classical loft close to pedrera!,177617,Joaquin,Eixample,la Dreta de l'Eixample,41.39559668113324,2.167606582682667,Entire home/apt,95,3,103,2018-10-07,1.16,5,302
45682,HUGE APARTMENT IN SAGRADA FAMILIA,183340,Teresa,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40470596794909,2.170120076942332,Entire home/apt,180,3,67,2018-08-30,0.95,1,0
46153,"CHIC BORN, APARTMENT, GREAT LOCATION , FREE WIFI",90417,Etain,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38776152188562,2.1778245041531954,Entire home/apt,43,180,2,2018-09-30,0.02,1,251
49213,"Descalzos en el parque, relaxing and  cool room",208154,Cate,Sants-Montjuïc,el Poble Sec,41.373151109271184,2.1664006033038836,Private room,35,3,41,2018-10-01,0.65,2,75
49968,Sagrada Familia area - Còrsega 2,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40630655659375,2.1694475567849967,Entire home/apt,140,2,30,2018-09-20,0.34,13,331
50066,Sagrada Familia area - Sardenya 1,135703,Nick,Eixample,el Fort Pienc,41.39820673239579,2.1796556814819024,Entire home/apt,180,2,45,2018-08-22,0.51,13,272
58512,Stylish & cozy 3bed near Sagrada Familia,280070,Cristina,Sant Martí,el Camp de l'Arpa del Clot,41.410990047567786,2.1811883117959634,Entire home/apt,75,2,340,2018-09-22,3.72,1,82
61444,Bright apartment - Rambla Catalunya (HUTB-005863),297545,Anil,Eixample,la Dreta de l'Eixample,41.3890083942644,2.1655162637312255,Entire home/apt,105,2,36,2018-08-25,0.58,5,294
66037,Great apartment in  en el Born,323105,Amivelaz,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38322098271626,2.182339750582178,Entire home/apt,150,3,87,2018-09-04,0.93,1,320
67065,"Londres, Friendly Rentals",136853,Fidelio,Eixample,l'Antiga Esquerra de l'Eixample,41.39161026378198,2.150890219232701,Entire home/apt,85,1,51,2018-08-20,0.58,24,313
68547,two beds with private shower 30% off,340570,Atún,Ciutat Vella,el Barri Gòtic,41.38071988862891,2.1781089116350247,Private room,47,2,60,2018-09-23,0.66,1,365
70099,"Room with a View, Bcn City Center",353987,Alex,Ciutat Vella,el Raval,41.378284332844,2.1708049698328726,Private room,44,1,277,2018-10-07,2.98,1,303
70333,Stylish+cozy home/parking/CCIB/WIFI,266650,Vanessa,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40905244967483,2.2124339822802703,Entire home/apt,90,32,124,2018-03-04,1.59,1,90
71520,Charming apartment with fantastic views!,366428,Ariadna,Gràcia,Vallcarca i els Penitents,41.41836809465224,2.134191605761801,Entire home/apt,250,7,1,2011-06-23,0.01,1,299
71553,Penthouse -20% off this week,366654,Arian Watermelon Barcelona!,Eixample,el Fort Pienc,41.39740375606598,2.1768202149260754,Entire home/apt,110,2,46,2018-08-19,0.50,9,310
71603,MODERNIST PENTHOUSE. 1bedroom apt with terrace,366654,Arian Watermelon Barcelona!,Eixample,la Dreta de l'Eixample,41.390379533157926,2.1760633161656253,Entire home/apt,390,2,36,2018-06-16,0.39,9,365
72436,Lugaris Beach Business Apartment,375625,Xavier,Sant Martí,el Poblenou,41.39837413386731,2.206234352358284,Entire home/apt,1000,3,54,2018-10-09,1.07,5,355
73455,RAMBLAS ORCHID2 FAMILY APARTMENT,383697,Anna,Ciutat Vella,el Raval,41.38422257403041,2.1670092261839797,Entire home/apt,120,3,77,2018-09-17,1.18,16,295
73643,Salva B1 - VivoBarcelona Apts.,385249,Joel,Sants-Montjuïc,el Poble Sec,41.37196340924213,2.1638551485993394,Entire home/apt,189,3,17,2018-09-12,0.40,11,225
73649,PB1 - great terrace and little pool,385249,Joel,Sants-Montjuïc,Hostafrancs,41.37496458847168,2.1460610815984635,Entire home/apt,170,3,14,2018-08-26,0.30,11,231
73683,Sagrada Familia area for 12 people,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40506469617693,2.1708111675811006,Entire home/apt,300,2,129,2018-08-26,1.44,13,329
73692,Rustic apartment : Rambla Catalunya (HUTB-005863),297545,Anil,Eixample,la Dreta de l'Eixample,41.39107682312345,2.1652094808037186,Entire home/apt,105,2,32,2018-09-29,0.42,5,329
73693,Huge family apt with patio: Central (HUTB-005825),297545,Anil,Sants-Montjuïc,el Poble Sec,41.371628661781926,2.165909957230637,Entire home/apt,65,2,30,2018-09-25,0.56,5,302
73700,Centrally located budget apartment (HUTB-005832),297545,Anil,Sants-Montjuïc,el Poble Sec,41.37335457871332,2.1616515002562258,Entire home/apt,65,2,57,2018-09-30,0.76,5,334
74562,Cute Suite near the MACBA,382031,Lisette,Ciutat Vella,el Raval,41.38255015926335,2.1683645964737943,Private room,65,3,168,2018-10-04,1.82,1,356
75003,Holy Family Apartment H41,396363,Oscar And Diego,Eixample,la Sagrada Família,41.40438521139062,2.1777725489748527,Entire home/apt,113,2,6,2018-03-28,0.07,94,341
75411,Sagrada Familia Clot Patio,400154,Mireia,Sant Martí,el Clot,41.40825078107806,2.187291430812988,Entire home/apt,120,3,22,2018-10-01,0.27,5,71
81291,Sunny attic with pool and terrace near the beach!,95585,Daniela,Sant Martí,el Poblenou,41.404765167219985,2.2026395972562574,Entire home/apt,139,2,83,2018-09-16,1.11,1,341
83283,★PLAZA ©ATALUÑA ®oom x2 + private bath®oom+wifi,700165,Wonderful Barcelona,Eixample,Sant Antoni,41.38227283723164,2.161409856559936,Private room,48,2,90,2018-09-10,0.99,4,351
89756,"BCN-RENTALS RAMBLA 1, just 7-10 min to Ramblas",488117,David Y Maria,Ciutat Vella,el Raval,41.37815338278758,2.16894289793616,Entire home/apt,300,6,15,2018-08-31,0.21,6,321
89776,Modernist flat Downtown Casa Estapé | Barcelona,488151,Pols,Eixample,el Fort Pienc,41.39376507480906,2.1795035757482255,Entire home/apt,65,3,243,2018-10-02,2.88,1,268
92425,PLAZA CATALUNYA CENTRAL TWO BEDROOM APARTMENT,497450,Francesc,Ciutat Vella,el Raval,41.38520192060267,2.1690216966184224,Entire home/apt,43,60,73,2017-10-18,0.91,3,90
95560,La Sagrada Familia (and metro) 4 blocks!,494228,Julián,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.405846520191176,2.1688797820240775,Private room,18,2,441,2018-10-09,4.91,2,69
95719,Lovely room to rent in El Gotico,509260,Dalila,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38389725862773,2.180114760948354,Private room,53,2,184,2018-10-05,2.03,1,354
97529,CENTRAL  FURNISHED 1 ENSUITE BEDROOM APARTMENT,497450,Francesc,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40905670582747,2.165385047170188,Entire home/apt,40,60,62,2016-11-05,0.74,3,121
100256,"BARCELONA CENTRO EN LA PLAYA ,WIFI",527201,Peca,Ciutat Vella,la Barceloneta,41.379833413531514,2.1924938520602577,Entire home/apt,50,32,48,2017-05-31,0.62,2,350
104485,Best Location guarantee!,543801,Pinar,Eixample,l'Antiga Esquerra de l'Eixample,41.39118864860903,2.1564145967314827,Private room,20,2,181,2017-11-30,2.08,1,282
107437,A beautiful  villa in Barcelona,556626,Beatriz,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.42864338347722,2.091585894684503,Entire home/apt,220,3,34,2018-07-28,0.38,1,250
109462,Industria Atico Terrace Apartment,396363,Oscar And Diego,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40270427632093,2.1672528664114448,Entire home/apt,90,2,0,,,94,317
110033,Alió I  Apartment,396363,Oscar And Diego,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.403682466595946,2.1666413679936958,Entire home/apt,90,2,10,2018-10-02,0.11,94,310
110041,Alió II  Apartment,396363,Oscar And Diego,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.402506569044725,2.165076616742391,Entire home/apt,90,2,3,2018-09-20,0.04,94,300
110098,Gignàs Gotic Area Old Town City,396363,Oscar And Diego,Ciutat Vella,el Barri Gòtic,41.38044712765654,2.1792852211714826,Entire home/apt,90,2,8,2018-09-05,0.09,94,306
112538,Design Flat in the very center 5.3,567180,Suite Home,Eixample,la Sagrada Família,41.40549146497496,2.1736825794362904,Entire home/apt,200,4,78,2017-07-30,0.88,13,93
116102,  MODERNIST ROOM & PRIVATE LIVING,586787,Carmín,Eixample,la Dreta de l'Eixample,41.39418058837811,2.174742925243356,Private room,49,1,147,2018-09-21,1.64,2,288
117010,Spacious Flat near Sagrada Familia,567180,Suite Home,Eixample,la Sagrada Família,41.40745469653141,2.1740073609983974,Entire home/apt,220,2,34,2016-06-07,0.39,13,87
118126,"Gràcia Essence, enjoy  Barcelona",454681,Nuria,Gràcia,la Vila de Gràcia,41.39872974515415,2.155039610797118,Entire home/apt,80,6,219,2018-10-06,2.44,1,257
118228,Design Flat in the very center,567180,Suite Home,Eixample,la Sagrada Família,41.40592802800319,2.1757472508706894,Entire home/apt,230,2,15,2017-02-19,0.17,13,96
119546,BCN HUGEROOM DTOWN PRIVATE BATHROOM.,603336,Kiko,Ciutat Vella,el Raval,41.379692061280274,2.1653179757634784,Private room,59,3,258,2018-09-30,2.87,1,332
121210,"BIG ROOM IN THE CITY CENTER,NEAR THE BEACH!",594334,Carmen,Eixample,el Fort Pienc,41.39738256021417,2.183982431695755,Private room,51,1,159,2018-09-23,1.77,5,202
123746,SINGLE ROOM IN BARCELONA CENTER,617921,Carlos,Ciutat Vella,el Raval,41.382969652417174,2.170671888466095,Private room,26,3,84,2018-09-25,0.96,1,2
128463,Private Suite in residential area!!,635253,Sebastian,Sants-Montjuïc,Sants,41.37242433368646,2.136366432857283,Private room,36,3,215,2018-09-03,2.49,1,312
130227,Spacious Room with Pool and Terrace,641496,Dolors,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.406459515690884,2.212821363041517,Private room,36,2,82,2018-09-08,1.51,1,205
135513,APARTMENT AT RAMBLA POBLE NOU AND BEACH,664196,Teresa,Sant Martí,el Poblenou,41.39841477453677,2.206129782666205,Entire home/apt,80,2,97,2018-09-19,1.14,1,351
136043,Twin room (2 people only) in Quirky central flat,666414,Fiona,Sants-Montjuïc,el Poble Sec,41.37260390556262,2.1667021558149333,Private room,60,2,67,2018-08-08,0.77,1,251
136670,"double Room -UPC, ESADE, Barça, Real Club Tennis",610674,Maria,Les Corts,Pedralbes,41.38845967335021,2.123508020962989,Private room,35,3,107,2018-09-29,1.25,8,359
138055,Design Flat in the Very Center,567180,Suite Home,Eixample,la Sagrada Família,41.40764287929108,2.1757291518741946,Entire home/apt,250,3,81,2017-07-08,0.93,13,88
144471,★BEST ZONE★PL.CATALUÑA ★ROOM X 2★BATHROOM +WIFI,700165,Wonderful Barcelona,Eixample,Sant Antoni,41.382255182832004,2.1589821922580024,Private room,49,2,34,2018-08-15,0.38,4,354
147275,1 Room INDIVIDUAL in Barcelona,711907,Antuan,Horta-Guinardó,el Guinardó,41.423182123991445,2.1750076843646484,Private room,15,5,66,2018-09-26,1.59,1,326
148104,NICE ROOM NEAR BEACH & CITY CENTER,594334,Carmen,Eixample,el Fort Pienc,41.3969789555538,2.1838011226541036,Private room,60,1,223,2018-09-22,2.51,5,362
154281,"Nice bedroom in a Loft, El Raval",742068,R&M,Ciutat Vella,el Raval,41.37799356021512,2.1728071191749514,Private room,50,3,239,2018-09-24,2.79,2,328
154437,Charming room  Diagonal wifi 100 Mb,474355,Annais,Eixample,l'Antiga Esquerra de l'Eixample,41.39106009779585,2.150897996236132,Private room,39,7,65,2018-10-07,0.75,1,142
162091,Cosy Apartment in Sagrada Familia,567180,Suite Home,Eixample,la Sagrada Família,41.40532139365592,2.17427032234022,Entire home/apt,149,2,36,2018-08-11,0.46,13,79
163490,"AMAZING LUXURY 2Bd, PLAZA CATALUÑA!",713364,Horacio,Eixample,la Dreta de l'Eixample,41.39105505291397,2.1766222340885806,Entire home/apt,160,3,114,2018-09-30,1.48,3,317
163536,Cosy design apartment trendy  Born 5 bed 2bathroom,713364,Horacio,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38673215971612,2.1838729207995016,Entire home/apt,300,210,25,2017-08-28,0.31,3,365
164456,Bedroom+pvt bathroom+pvt living,784341,Paola,Ciutat Vella,el Barri Gòtic,41.383405042584464,2.1725675806282787,Private room,60,5,89,2018-09-12,1.05,2,349
164897,Your home in Barcelona | Comfortable Loft Gracia,786393,Jaime,Gràcia,la Vila de Gràcia,41.400986833406456,2.162938708897512,Entire home/apt,182,90,1,2011-07-22,0.01,2,363
171646,Sagrada Familia Clot Atico,400154,Mireia,Sant Martí,el Clot,41.406957729672676,2.1871118600746784,Entire home/apt,105,3,27,2018-09-10,0.41,5,342
171816,Sagrada Familia Clot Vista,400154,Mireia,Sant Martí,el Camp de l'Arpa del Clot,41.40827856720117,2.186221468007446,Entire home/apt,115,3,2,2018-08-19,0.03,5,337
173718,PLAZA CATALUÑA-RAMBLAS LARGE 23m2 ENSUITE BEDROOM,497450,Francesc,Ciutat Vella,el Raval,41.38429914675165,2.167994309765031,Private room,23,32,18,2018-08-16,0.32,3,76
174382,Design Flat in The Very Center,567180,Suite Home,Eixample,la Sagrada Família,41.406161167910774,2.174231224132553,Entire home/apt,149,2,6,2016-10-24,0.17,13,90
179488,Room for rent in BCN/ non smoker,859557,Montse,Sant Andreu,Sant Andreu,41.43350853622074,2.1942448838231927,Private room,22,1,6,2018-09-30,0.20,5,128
179550,Room for rent in BCN/ non smoker,859557,Montse,Sant Andreu,Sant Andreu,41.434840080792824,2.1923428762975448,Private room,20,10,6,2016-12-01,0.07,5,97
179619,Affordable Barcelona for you!,860071,Joan,Sants-Montjuïc,Sants,41.37150747355048,2.1360673629073124,Private room,27,3,50,2018-09-28,0.58,3,282
180293,Ally`s Guest House Barcelona,863772,Graciela,Eixample,la Dreta de l'Eixample,41.39847183577318,2.164521356519846,Private room,50,2,1,2012-05-05,0.01,1,259
181824,Double bedroom with terrace + pool,852032,Brais,Sant Martí,Provençals del Poblenou,41.40846329611523,2.204201902092505,Private room,54,1,211,2018-09-24,2.42,1,308
183858,"Central, Bright & Beautiful room",180478,Carlos,Ciutat Vella,el Raval,41.38058902746083,2.168827387112863,Private room,55,3,119,2018-09-24,1.37,1,57
184373,THE PASSION  ROOM ...,829660,Maria Olga,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.382814852261205,2.181483413064863,Private room,70,1,60,2018-08-23,0.81,2,349
184516,lovely huge 30mq room with pvt bathroom,784341,Paola,Ciutat Vella,el Barri Gòtic,41.381985065930365,2.173571616552118,Private room,60,5,34,2018-08-27,0.40,2,224
186221,La Sagrada Familia: tiny and simple room.,494228,Julián,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40671270041131,2.167166934078426,Private room,16,2,562,2018-10-08,6.47,2,58
186540,Fully equipped loft near Sagrada Familia,896554,Josep Lluís,Sant Martí,el Clot,41.41076268295587,2.1907801598406857,Entire home/apt,44,31,8,2018-01-28,0.30,1,207
186542,Lovely and sunny double room in BCN,896372,Marina,Eixample,la Dreta de l'Eixample,41.393260943071425,2.1738562825130314,Private room,33,2,49,2013-06-20,0.56,1,0
186598, Double room and cozy,896690,Mona,Ciutat Vella,el Raval,41.38179793469843,2.165271754648658,Private room,40,2,311,2018-09-23,3.63,1,304
188267,"October promo: 25%OFF. Beautiful apartment, ask!",366654,Arian Watermelon Barcelona!,Eixample,la Dreta de l'Eixample,41.3936751292841,2.1761417972119377,Entire home/apt,316,2,70,2018-07-30,0.82,9,334
190348,Apartment with large terrace,919480,Elisa,Les Corts,Pedralbes,41.39008751231269,2.125875092172398,Private room,46,7,1,2016-06-09,0.04,1,0
191303,THE WHITE SUITE...,829660,Maria Olga,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38471834897771,2.181491011573481,Private room,85,1,61,2018-09-24,0.80,2,164
193923,Single room in the real Barcelona,939590,Mónica,Horta-Guinardó,Horta,41.43845863273225,2.1555964908539478,Private room,20,3,107,2018-09-14,1.24,1,351
194460,Double Private room with breakfast near the beach,944355,Luis Alberto,Sant Martí,el Besòs i el Maresme,41.41431499414094,2.21686335273105,Private room,20,2,245,2018-10-03,2.92,1,227
195092,Bonitas vistas de Barcelona,913807,Ariadna,Gràcia,la Salut,41.41025789128281,2.1562282543929734,Private room,130,2,0,,,1,365
196021,Old-time-charm apartment with patio!,953719,Maria,Eixample,l'Antiga Esquerra de l'Eixample,41.38796340501742,2.1594557449096383,Entire home/apt,310,5,202,2018-09-23,2.36,2,243
196196,Large Flat next to Sagrada Familia,567180,Suite Home,Eixample,la Sagrada Família,41.406254340332055,2.1751178825377435,Entire home/apt,220,2,77,2018-10-01,0.89,13,69
198958,STUNNING sea view + pool Barcelona!,971768,Akira,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40735423271037,2.212936860449871,Entire home/apt,190,1,52,2018-09-16,0.66,16,11
199422,Modern apt near beach & city center,971768,Akira,Eixample,el Fort Pienc,41.39690080056526,2.1823009169928347,Entire home/apt,75,1,38,2018-09-18,0.44,16,61
199794,Centric Double Room Private Bathroom - month  rent,440825,Teresa,Eixample,l'Antiga Esquerra de l'Eixample,41.383362640262256,2.158530305267757,Private room,35,1,73,2018-09-24,1.17,1,317
201958,Lux Apartment,177617,Joaquin,Ciutat Vella,el Barri Gòtic,41.38801972713803,2.1730056353958043,Entire home/apt,100,28,22,2018-09-30,0.26,5,138
206122,Amazing Loft in BCN Center (B0132),1013855,Alex,Gràcia,la Vila de Gràcia,41.39839506071554,2.1580096553738692,Entire home/apt,89,3,134,2018-10-02,1.61,7,280
206167,"BRIGHT, COMFY AND CENTRAL",1014050,Minerva,Sants-Montjuïc,el Poble Sec,41.37405992960096,2.1652367579927003,Entire home/apt,120,3,67,2018-09-18,0.79,1,12
207151,Cerca de Sagrada Família ,1019256,Laia,Eixample,la Sagrada Família,41.41057510913004,2.173890329335703,Entire home/apt,80,3,0,,,1,72
208684,THE WAY WE LIVE with private bath,1027356,Jesper,Ciutat Vella,el Raval,41.37885833780093,2.1688392668437295,Private room,49,1,276,2018-09-16,3.19,2,135
209673,Sweet Apartment in Gràcia district!,1033366,Elena,Gràcia,la Vila de Gràcia,41.39894687408239,2.1574220753256372,Entire home/apt,77,2,204,2018-10-07,2.90,1,293
213296,Big/Centric Room-Palau de la Musica,1100014,Sol,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38771439698752,2.1763033210690126,Private room,40,2,249,2018-09-03,3.20,3,351
213368,Lovely room Barcelona up 2 people,1037730,Elisagela Cristina,Gràcia,la Salut,41.41299665211383,2.158998460851589,Private room,55,2,44,2018-09-25,0.52,2,333
213581,Room Centric + Personal Dressing,1100014,Sol,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38817670616011,2.1757101702169543,Private room,40,2,202,2018-09-17,2.48,3,350
214970,Cozy room in central flat Barcelona,1110014,Janeth,Sants-Montjuïc,el Poble Sec,41.37171232025432,2.1641241475780943,Private room,35,4,101,2018-10-01,1.31,1,330
216699,SUPER CENTRAL CUTE DOUBLE ROOM+TERRACE!,1118232,Fran,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.384841789072844,2.1779576682072954,Private room,42,4,278,2018-08-27,3.37,1,193
218503,"Single room next to Bogatell Beach / 单间,旁边的海滩",1130143,Jan,Sant Martí,el Poblenou,41.39764644799466,2.2073945580085597,Private room,30,3,41,2018-09-16,0.53,2,265
223755,Charming apartment w/wifi in Gracia,1986299,Clickandflat,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.41010688115775,2.1618174654588658,Entire home/apt,165,1,25,2018-08-21,0.40,20,61
232400,DESIGNER DUPLEX SPA & TERRACE,4369049,Ariadna,Gràcia,la Vila de Gràcia,41.39745423310354,2.154899238819255,Entire home/apt,95,3,226,2018-09-12,2.84,2,250
233739,Bright bedroom & private bathroom,1224008,Sergio,Sants-Montjuïc,Sants - Badal,41.374663778211186,2.13028536676461,Private room,40,2,93,2018-07-09,1.17,1,2
234375,ATTIC VIEWS SAGRADA FAMILIA,1227290,Francesca,Eixample,el Fort Pienc,41.39918230591653,2.175195416989798,Entire home/apt,140,4,17,2018-09-25,0.62,1,166
234567,Luxury Apartment in city center,1228590,Antonio,Eixample,la Dreta de l'Eixample,41.39088441028832,2.164657203436091,Entire home/apt,195,2,146,2018-09-22,1.90,7,326
237895,Lots of LIGHT & INCREDIBLE views!,1201857,Jordan,Eixample,el Fort Pienc,41.39895433781209,2.1829982054759345,Private room,48,3,24,2017-07-20,0.29,1,365
238703,Comfy Flat in Sagrada Familia,567180,Suite Home,Eixample,la Sagrada Família,41.405708793105795,2.175052108017292,Entire home/apt,149,2,62,2018-08-13,1.19,13,84
239143,Cute & Centric Apartment In Born,249351,María Candela,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38622229231327,2.181313730789076,Entire home/apt,50,32,147,2018-08-04,1.72,1,316
239821,"APARTAMENT BCN MIRALL, in the best neighborhood",1257705,José Luis,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39607108019599,2.1453362300064334,Entire home/apt,120,10,25,2018-04-06,0.56,4,325
242335,Barceloneta Beach Apartment - FOR SEASON,15884961,Pilar,Ciutat Vella,la Barceloneta,41.38294958518788,2.187913998717894,Entire home/apt,73,32,4,2015-12-21,0.05,10,242
243448,"TARRADELLAS_B for 10, near train/airport",1257705,José Luis,Eixample,la Nova Esquerra de l'Eixample,41.38563844725284,2.1438212999690496,Entire home/apt,140,10,12,2017-01-02,0.32,4,283
250016,"Excellent - 3 bedrooms, 2 bathrooms - Gothic",1310304,Lluís,Ciutat Vella,el Barri Gòtic,41.3873161781812,2.173671219544529,Entire home/apt,65,32,1,2012-07-10,0.01,14,190
251424,NICE ROOMS FOR RENT IN BARCELONA,1318630,Olga,Eixample,la Dreta de l'Eixample,41.389567425654896,2.1624950692127753,Private room,44,2,44,2018-08-14,0.84,4,360
252232,Nice apartment with POOL BARCELONA,1298586,Kristjan Y Ana,Sant Martí,Sant Martí de Provençals,41.4153067546494,2.2006891340970673,Entire home/apt,80,2,78,2018-09-23,0.97,7,49
256354,tranquila room in cosy flat....,1348378,Lidia,Gràcia,Vallcarca i els Penitents,41.41446009831035,2.139450541291977,Private room,23,30,41,2018-07-30,0.52,2,248
256628,"Cozy bedroom in a loft, el Raval.",742068,R&M,Ciutat Vella,el Raval,41.376540486553225,2.1738452302632076,Private room,35,3,206,2018-09-16,2.50,2,301
256677,Barcelona Center!The Gothic Area,1350468,Petrutz,Ciutat Vella,el Barri Gòtic,41.38064780408179,2.176288659889393,Private room,50,2,118,2018-10-02,1.52,1,337
256982,Centric spacious nostalgic Room,1352184,Jasmin,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38406281369202,2.1792570659374064,Private room,40,3,81,2018-10-01,1.04,1,360
259742,CityCenter - Double - FreeWIFI,1363244,David,Ciutat Vella,el Raval,41.38216736974197,2.163744984406694,Private room,40,2,63,2018-09-16,0.75,2,76
260073,A STUDIO-FLAT IN CENTER-BARCELONA,832875,Pau,Eixample,l'Antiga Esquerra de l'Eixample,41.38693324617819,2.159236609368195,Private room,30,1,26,2018-08-18,0.37,1,319
261750,THEVINTAGERENTALS Delux 5 bedrooms Pg de Gracia,1369675,Javier,Gràcia,la Vila de Gràcia,41.39808515891941,2.1583883255249,Entire home/apt,350,2,10,2018-09-04,0.12,4,352
262157,"PENTHOUSE Terrace, Garage, INTERNET",1375446,Alejandro,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.401699695694035,2.1682116074444004,Entire home/apt,150,32,9,2016-02-27,0.11,1,365
262369,Penthouse with terrace & views to Sagrada Familia,1359702,Sandra,Eixample,la Sagrada Família,41.4063287508606,2.1700466684292654,Entire home/apt,137,3,20,2018-09-17,0.26,3,168
264125,Sagrada Familia 5' Metro WIFI fibre,1377744,Esther & Gemma,Sant Martí,el Camp de l'Arpa del Clot,41.4124152873847,2.176239653183137,Entire home/apt,89,4,190,2018-09-23,2.36,2,340
264621,Amore Aragon free WiFi- HUTB 007051,1367370,Karen,Eixample,la Dreta de l'Eixample,41.39699635365167,2.172293412819324,Entire home/apt,229,3,40,2018-08-01,0.48,3,347
265491,Beach room amazing view in center,1392322,Kitty,Ciutat Vella,la Barceloneta,41.37706652626919,2.187872900906499,Private room,80,3,137,2018-09-12,1.78,1,79
